#Tiempo	 Theta1 	 Theta2 	 P1 	 P2 	 x1 	 y1 	 x2 	 y2
0.128813	1.56013	1.57435	-0.193219	-0.0644047	0.499972	-0.00533304	1.49994	-0.00888887
0.129513	1.56001	1.57439	-0.194269	-0.0647547	0.499971	-0.00539116	1.49994	-0.00898575
0.130213	1.5599	1.57443	-0.195319	-0.0651047	0.49997	-0.00544959	1.49994	-0.00908315
0.130913	1.55978	1.57447	-0.196369	-0.0654546	0.49997	-0.00550834	1.49994	-0.00918108
0.131613	1.55966	1.57451	-0.197419	-0.0658046	0.499969	-0.0055674	1.49993	-0.00927953
0.132313	1.55954	1.57455	-0.198469	-0.0661546	0.499968	-0.00562678	1.49993	-0.00937851
0.133013	1.55942	1.57459	-0.199519	-0.0665046	0.499968	-0.00568647	1.49993	-0.00947802
0.133713	1.5593	1.57463	-0.200569	-0.0668546	0.499967	-0.00574648	1.49993	-0.00957804
0.134413	1.55918	1.57467	-0.20162	-0.0672045	0.499966	-0.0058068	1.49993	-0.0096786
0.135114	1.55906	1.57471	-0.20267	-0.0675545	0.499966	-0.00586743	1.49993	-0.00977968
0.135814	1.55894	1.57475	-0.20372	-0.0679045	0.499965	-0.00592838	1.49993	-0.00988128
0.136514	1.55882	1.57479	-0.20477	-0.0682545	0.499964	-0.00598965	1.49992	-0.00998341
0.137214	1.55869	1.57483	-0.20582	-0.0686045	0.499963	-0.00605123	1.49992	-0.0100861
0.137914	1.55857	1.57487	-0.20687	-0.0689544	0.499963	-0.00611312	1.49992	-0.0101892
0.138614	1.55845	1.57491	-0.20792	-0.0693044	0.499962	-0.00617533	1.49992	-0.0102929
0.139314	1.55832	1.57495	-0.20897	-0.0696544	0.499961	-0.00623785	1.49992	-0.0103972
0.140014	1.55819	1.575	-0.21002	-0.0700043	0.49996	-0.00630069	1.49992	-0.0105019
0.140714	1.55807	1.57504	-0.21107	-0.0703543	0.499959	-0.00636384	1.49991	-0.0106072
0.141414	1.55794	1.57508	-0.21212	-0.0707043	0.499959	-0.00642731	1.49991	-0.010713
0.142114	1.55781	1.57512	-0.21317	-0.0710542	0.499958	-0.00649109	1.49991	-0.0108193
0.142814	1.55769	1.57516	-0.214221	-0.0714042	0.499957	-0.00655519	1.49991	-0.0109262
0.143514	1.55756	1.57521	-0.215271	-0.0717542	0.499956	-0.0066196	1.49991	-0.0110336
0.144214	1.55743	1.57525	-0.216321	-0.0721041	0.499955	-0.00668433	1.49991	-0.0111415
0.144914	1.5573	1.57529	-0.217371	-0.0724541	0.499954	-0.00674937	1.4999	-0.0112499
0.145615	1.55717	1.57534	-0.218421	-0.072804	0.499954	-0.00681472	1.4999	-0.0113588
0.146315	1.55704	1.57538	-0.219471	-0.073154	0.499953	-0.00688039	1.4999	-0.0114683
0.147015	1.5569	1.57543	-0.220521	-0.073504	0.499952	-0.00694638	1.4999	-0.0115783
0.147715	1.55677	1.57547	-0.221571	-0.0738539	0.499951	-0.00701268	1.4999	-0.0116889
0.148415	1.55664	1.57551	-0.222621	-0.0742039	0.49995	-0.00707929	1.49989	-0.0117999
0.149115	1.5565	1.57556	-0.223671	-0.0745538	0.499949	-0.00714622	1.49989	-0.0119115
0.149815	1.55637	1.5756	-0.224721	-0.0749038	0.499948	-0.00721346	1.49989	-0.0120236
0.150515	1.55623	1.57565	-0.225771	-0.0752537	0.499947	-0.00728102	1.49989	-0.0121362
0.151215	1.5561	1.57569	-0.226822	-0.0756037	0.499946	-0.00734889	1.49989	-0.0122494
0.151915	1.55596	1.57574	-0.227872	-0.0759536	0.499945	-0.00741707	1.49988	-0.012363
0.152615	1.55582	1.57578	-0.228922	-0.0763035	0.499944	-0.00748557	1.49988	-0.0124772
0.153315	1.55569	1.57583	-0.229972	-0.0766535	0.499943	-0.00755439	1.49988	-0.012592
0.154015	1.55555	1.57588	-0.231022	-0.0770034	0.499942	-0.00762352	1.49988	-0.0127072
0.154715	1.55541	1.57592	-0.232072	-0.0773534	0.499941	-0.00769296	1.49988	-0.012823
0.155416	1.55527	1.57597	-0.233122	-0.0777033	0.49994	-0.00776272	1.49987	-0.0129393
0.156116	1.55513	1.57602	-0.234172	-0.0780532	0.499939	-0.00783279	1.49987	-0.0130561
0.156816	1.55499	1.57606	-0.235222	-0.0784032	0.499938	-0.00790318	1.49987	-0.0131735
0.157516	1.55485	1.57611	-0.236272	-0.0787531	0.499936	-0.00797388	1.49987	-0.0132914
0.158216	1.55471	1.57616	-0.237322	-0.079103	0.499935	-0.0080449	1.49986	-0.0134098
0.158916	1.55456	1.5762	-0.238372	-0.0794529	0.499934	-0.00811623	1.49986	-0.0135287
0.159616	1.55442	1.57625	-0.239422	-0.0798029	0.499933	-0.00818787	1.49986	-0.0136481
0.160316	1.55428	1.5763	-0.240472	-0.0801528	0.499932	-0.00825983	1.49986	-0.0137681
0.161016	1.55413	1.57635	-0.241523	-0.0805027	0.499931	-0.0083321	1.49985	-0.0138886
0.161716	1.55399	1.5764	-0.242573	-0.0808526	0.499929	-0.00840469	1.49985	-0.0140096
0.162416	1.55384	1.57644	-0.243623	-0.0812025	0.499928	-0.00847759	1.49985	-0.0141312
0.163116	1.55369	1.57649	-0.244673	-0.0815524	0.499927	-0.00855081	1.49985	-0.0142533
0.163816	1.55355	1.57654	-0.245723	-0.0819024	0.499926	-0.00862434	1.49984	-0.0143759
0.164516	1.5534	1.57659	-0.246773	-0.0822523	0.499924	-0.00869818	1.49984	-0.014499
0.165217	1.55325	1.57664	-0.247823	-0.0826022	0.499923	-0.00877234	1.49984	-0.0146226
0.165917	1.5531	1.57669	-0.248873	-0.0829521	0.499922	-0.00884681	1.49983	-0.0147468
0.166617	1.55295	1.57674	-0.249923	-0.083302	0.49992	-0.0089216	1.49983	-0.0148715
0.167317	1.5528	1.57679	-0.250973	-0.0836519	0.499919	-0.0089967	1.49983	-0.0149967
0.168017	1.55265	1.57684	-0.252023	-0.0840018	0.499918	-0.00907212	1.49983	-0.0151225
0.168717	1.5525	1.57689	-0.253073	-0.0843517	0.499916	-0.00914785	1.49982	-0.0152488
0.169417	1.55235	1.57694	-0.254123	-0.0847016	0.499915	-0.00922389	1.49982	-0.0153756
